customer_id,age,time_spent,pages_viewed,basket_value,num_sessions,purchase,device_type_Desktop,device_type_Mobile,device_type_Tablet,device_type_Unknown,customer_type_New,customer_type_Returning,category_Electronics,category_Fashion,category_Home Goods
75,0.33333333333333337,0.08743688230978379,0.03571428571428571,0.11244504120264329,0.1111111111111111,1,False,True,False,False,False,True,False,True,False
76,0.4901960784313726,0.3390444952742653,0.17857142857142855,0.09882052497169785,0.7777777777777777,1,False,True,False,False,False,True,True,False,False
77,0.8431372549019608,0.014414569936558628,0.14285714285714285,0.05588026222257326,0.1111111111111111,0,False,True,False,False,False,True,False,True,False
78,0.6470588235294118,0.18717362220016398,0.14285714285714285,0.06762235737040255,0.22222222222222224,1,False,False,True,False,False,True,False,False,True
79,0.17647058823529416,0.06823184152604549,0.6785714285714285,0.05638048600689782,0.6666666666666666,1,False,True,False,False,False,True,False,False,True
80,0.6862745098039217,0.08596953087911614,0.5,0.0,0.7777777777777777,1,False,False,False,True,True,False,True,False,False
81,0.2549019607843137,0.0390142850977515,0.14285714285714285,0.02752547192164916,0.8888888888888888,1,False,True,False,False,True,False,False,True,False
82,0.5882352941176471,0.022485002805230678,0.9285714285714285,0.0006055340547086855,0.2777777777777778,1,False,False,True,False,False,True,True,False,False
83,0.9215686274509803,0.022657632385309222,0.10714285714285714,0.11095753363346761,0.9444444444444444,1,True,False,False,False,False,True,False,True,False
84,0.27450980392156865,0.009451469509300418,0.9999999999999999,0.023826448674406975,0.1111111111111111,1,True,False,False,False,False,True,False,True,False
85,0.13725490196078433,0.08596953087911614,0.5,0.0,0.4444444444444444,0,False,False,False,True,True,False,True,False,False
86,0.2549019607843137,0.1412973112942903,0.9999999999999999,0.2063423110338836,0.38888888888888884,1,True,False,False,False,False,True,False,False,True
87,0.43137254901960786,0.27633680031073327,0.75,0.008411657846931521,0.5555555555555555,0,False,True,False,False,False,True,False,False,True
88,0.7647058823529412,0.21785853005912562,0.9285714285714285,0.011847405418213412,0.5555555555555555,1,False,True,False,False,False,True,True,False,False
89,0.3921568627450981,0.14962668853308014,0.3214285714285714,0.07197956980754548,0.38888888888888884,0,True,False,False,False,False,True,True,False,False
90,0.2941176470588236,0.015148245651892451,0.5357142857142857,0.09895216280967802,0.0,0,True,False,False,False,False,True,False,False,True
91,0.8627450980392156,0.044193172500107895,0.3214285714285714,0.03385725192849433,0.05555555555555555,0,True,False,False,False,True,False,True,False,False
92,0.33333333333333337,0.047991023261835915,0.9999999999999999,0.1328620698733644,0.16666666666666666,1,False,False,True,False,False,True,True,False,False
93,0.9019607843137255,0.0372448319019464,0.3214285714285714,0.09516099307584973,0.05555555555555555,0,False,False,True,False,False,True,False,False,True
94,0.4509803921568628,0.0936947045876311,0.9999999999999999,0.041360608693362826,0.05555555555555555,0,False,True,False,False,True,False,False,True,False
95,0.4901960784313726,0.09930516594018386,0.6428571428571428,0.0027117394623910698,0.6666666666666666,1,False,True,False,False,True,False,False,True,False
96,0.47058823529411764,0.05714039100599888,0.3214285714285714,0.14605218123897534,0.2777777777777778,0,False,True,False,False,False,True,True,False,False
97,0.8627450980392156,0.05653618747572396,0.17857142857142855,0.02545875786536082,0.16666666666666666,0,False,False,True,False,False,True,False,True,False
98,0.7843137254901961,0.2283026196538777,0.5714285714285714,0.1894136850696364,0.7777777777777777,1,False,True,False,False,False,True,False,True,False
99,0.5490196078431373,0.20163134953174225,0.14285714285714285,0.057420424926941,0.1111111111111111,0,False,False,True,False,True,False,True,False,False
100,0.27450980392156865,0.04764576410167882,0.8928571428571428,0.0906326514493326,0.16666666666666666,1,False,True,False,False,True,False,True,False,False
101,0.8627450980392156,0.08596953087911614,0.5,0.0,0.8888888888888888,1,False,True,False,False,True,False,False,False,True
102,0.0,0.39536489577489103,0.9285714285714285,0.2098175499565595,0.2777777777777778,1,False,True,False,False,False,True,False,True,False
103,0.47058823529411764,0.05122782788830866,0.8214285714285714,0.04891662059342337,0.05555555555555555,0,False,True,False,False,False,True,False,True,False
104,0.11764705882352944,0.05666565966078288,0.9285714285714285,0.02468209462127794,0.6666666666666666,0,False,False,True,False,False,True,False,True,False
105,0.1568627450980392,0.09119157567649216,0.5,0.1571492509807019,0.7777777777777777,1,False,True,False,False,False,True,True,False,False
106,0.4509803921568628,0.3667083854818523,0.8571428571428571,0.05976357844298765,0.22222222222222224,0,False,True,False,False,True,False,True,False,False
107,0.0,0.08596953087911614,0.5,0.0,1.0,1,False,False,False,True,True,False,True,False,False
108,0.8431372549019608,0.0140261533813819,0.6428571428571428,0.24725535107811392,0.2777777777777778,1,False,True,False,False,True,False,False,True,False
109,0.13725490196078433,0.06456346294937639,0.6071428571428571,0.023247242187294317,0.8888888888888888,0,False,True,False,False,True,False,True,False,False
110,0.4509803921568628,0.10435458115748134,0.9999999999999999,0.0027512308137851143,0.0,0,False,True,False,False,True,False,True,False,False
111,0.1960784313725491,0.09054421475119762,0.10714285714285714,0.0021588605428744436,0.05555555555555555,0,False,False,True,False,False,True,False,True,False
112,0.9803921568627451,0.027922834577704888,0.25,0.1025458757865361,0.0,1,False,True,False,False,False,True,True,False,False
113,0.3137254901960784,0.25346338095032583,0.9285714285714285,0.1141300055287892,0.38888888888888884,1,False,True,False,False,False,True,True,False,False
114,0.13725490196078433,0.1463035691165681,0.5357142857142857,0.03924123950188242,0.16666666666666666,1,True,False,False,False,False,True,False,False,True
115,0.6666666666666666,0.2355962194121963,0.8214285714285714,0.040610273016875975,0.9444444444444444,0,False,True,False,False,False,True,False,False,True
116,0.6666666666666666,0.2534202235553062,0.6428571428571428,0.043677434641813444,0.4444444444444444,0,False,True,False,False,False,True,True,False,False
117,0.6274509803921569,0.17862845798627594,0.6785714285714285,0.12004054445409788,0.7777777777777777,1,True,False,False,False,True,False,False,False,True
118,0.07843137254901966,0.07487808035906954,0.07142857142857142,0.0063054524392491375,0.8333333333333333,0,False,True,False,False,False,True,True,False,False
119,0.8039215686274509,0.12209227051055198,0.3214285714285714,0.27872995813916757,0.1111111111111111,1,True,False,False,False,True,False,False,False,True
120,0.7450980392156864,0.022614474990289585,0.03571428571428571,0.026511860569202014,0.0,0,False,True,False,False,True,False,False,True,False
121,0.7843137254901961,0.1449656898709594,0.10714285714285714,0.8452333938867389,0.6666666666666666,0,True,False,False,False,True,False,True,False,False
122,0.5294117647058824,0.02559233524664451,0.17857142857142855,0.019811494616012428,0.7222222222222221,1,False,False,True,False,False,True,True,False,False
123,0.11764705882352944,0.15329506710974927,0.35714285714285715,0.155477450438354,0.2777777777777778,0,False,True,False,False,False,True,True,False,False
124,0.1568627450980392,0.03379224030037547,0.4642857142857143,0.026630334623384145,0.22222222222222224,0,False,True,False,False,False,True,False,True,False
125,0.13725490196078433,0.01618402313236373,0.5357142857142857,0.008872390279862044,0.22222222222222224,0,False,True,False,False,False,True,False,True,False
126,0.21568627450980393,0.023391308100643046,0.9285714285714285,0.21892688834478582,0.16666666666666666,1,False,True,False,False,False,True,False,True,False
127,0.6470588235294118,0.0002589443701178197,0.7142857142857143,0.20611852670931735,0.611111111111111,0,True,False,False,False,False,True,False,True,False
128,0.6274509803921569,0.16421388804971732,0.6428571428571428,0.054419082220993606,0.7222222222222221,0,True,False,False,False,False,True,False,True,False
129,0.9215686274509803,0.1706874973026628,0.03571428571428571,0.12763604770555248,0.7222222222222221,0,False,True,False,False,False,True,True,False,False
130,0.43137254901960786,0.09365154719261146,0.8571428571428571,0.0857620514440671,0.5555555555555555,1,True,False,False,False,True,False,False,False,True
131,0.4509803921568628,0.022787104570368134,0.5714285714285714,0.20187978832635656,0.5,1,False,True,False,False,True,False,True,False,False
132,0.7058823529411765,0.011307237495144793,0.2857142857142857,0.03984677355659111,0.5,0,True,False,False,False,False,True,False,False,True
133,0.6666666666666666,0.0025031289111389233,0.5714285714285714,0.07810072927362241,0.4444444444444444,1,True,False,False,False,True,False,False,False,True
134,0.8431372549019608,0.02347762289068232,0.5,0.06995234710265119,0.05555555555555555,1,True,False,False,False,False,True,True,False,False
135,0.7647058823529412,0.28678088990548534,0.2142857142857143,0.04599426059026406,0.7222222222222221,0,False,True,False,False,False,True,False,True,False
136,0.4117647058823529,0.03577748047127875,0.75,0.23385461917173472,0.33333333333333326,1,True,False,False,False,False,True,False,True,False
137,0.5098039215686275,0.056622502265763236,0.7857142857142857,0.019100650290919622,0.8888888888888888,1,False,True,False,False,True,False,False,False,True
138,0.6666666666666666,0.014414569936558628,0.6428571428571428,0.017060263802227315,0.38888888888888884,1,True,False,False,False,False,True,False,True,False
139,0.0,0.03254067584480601,0.07142857142857142,0.09057999631414054,0.16666666666666666,0,False,True,False,False,False,True,True,False,False
140,0.6666666666666666,0.09481679685814164,0.9999999999999999,0.11283995471658373,0.22222222222222224,1,False,True,False,False,False,True,False,True,False
141,0.7058823529411765,0.12118596521513961,0.9285714285714285,0.02279967353816181,0.6666666666666666,1,True,False,False,False,False,True,False,False,True
142,0.9019607843137255,0.03646799879159294,0.0,0.05218123897533107,0.33333333333333326,0,False,False,True,False,False,True,True,False,False
143,0.2549019607843137,0.007682016313495317,0.10714285714285714,0.30848010952268123,0.2777777777777778,0,False,True,False,False,False,True,False,False,True
144,0.03921568627450983,0.06421820378921929,0.9642857142857143,0.029815970302503752,0.8888888888888888,1,False,False,True,False,True,False,False,True,False
145,0.0,0.08596953087911614,0.5,0.0,0.2777777777777778,1,True,False,False,False,False,True,False,True,False
146,0.07843137254901966,0.032109101894609644,0.8928571428571428,0.14191875312639865,1.0,1,True,False,False,False,True,False,True,False,False
147,0.4901960784313726,0.41629623235941476,0.25,0.06260695574335888,0.1111111111111111,0,False,False,True,False,True,False,False,False,True
148,0.2549019607843137,0.12403435328643563,0.6428571428571428,0.2920253797751626,0.4444444444444444,1,False,True,False,False,True,False,True,False,False
149,0.7450980392156864,0.10539035863795262,0.7857142857142857,0.14051022826001106,0.7777777777777777,1,True,False,False,False,False,True,False,False,True
150,0.5098039215686275,0.06956972077165423,0.7857142857142857,0.0,0.38888888888888884,0,False,True,False,False,True,False,False,False,True
151,0.1568627450980392,0.07254758102800915,0.9642857142857143,0.08871073901482242,0.7777777777777777,1,False,True,False,False,True,False,False,False,True
152,0.27450980392156865,0.08596953087911614,0.5,0.0,0.0,1,True,False,False,False,False,True,True,False,False
153,0.27450980392156865,0.15433084459022053,0.17857142857142855,0.09446331253455494,0.38888888888888884,1,False,False,True,False,False,True,False,True,False
154,0.4901960784313726,0.15679081610633983,0.0,0.22215201537529947,0.16666666666666666,1,False,False,True,False,True,False,False,True,False
155,0.8039215686274509,0.024383928186094687,0.25,0.04648132059079062,0.5,1,True,False,False,False,False,True,False,False,True
156,0.23529411764705888,0.08976738164084416,0.0,0.0375431113919385,0.8333333333333333,0,True,False,False,False,False,True,False,False,True
157,0.9803921568627451,0.06874973026628113,0.6428571428571428,0.025340283811178685,0.9444444444444444,0,False,True,False,False,True,False,True,False,False
158,0.607843137254902,0.08596953087911614,0.5,0.0,0.16666666666666666,0,False,False,False,True,True,False,False,True,False
159,0.7450980392156864,0.12921324068879203,0.7142857142857143,0.004633651896901245,0.38888888888888884,1,False,True,False,False,False,True,False,True,False
160,0.9411764705882354,0.09844201803979111,0.8214285714285714,0.21489877050259326,0.16666666666666666,1,True,False,False,False,False,True,False,False,True
161,1.0,0.015881921367226274,0.8571428571428571,0.11946133796698523,0.5,1,True,False,False,False,False,True,False,True,False
162,0.607843137254902,0.1204522894998058,0.5,0.1137745833662428,0.16666666666666666,1,True,False,False,False,False,True,False,False,True
163,0.05882352941176472,0.016140865737344096,0.7857142857142857,0.1004265065950557,0.8333333333333333,0,False,True,False,False,True,False,False,True,False
164,0.5686274509803921,0.05325622545423158,0.8571428571428571,0.19923386778295551,0.611111111111111,0,False,False,True,False,False,True,True,False,False
165,0.7058823529411765,0.019938716499072116,0.35714285714285715,0.06892557196640603,0.5,1,True,False,False,False,True,False,False,False,True
166,0.43137254901960786,0.15251823399939582,0.6428571428571428,0.2151883737461496,0.5555555555555555,1,False,False,True,False,False,True,False,True,False
167,0.7450980392156864,0.029908074748608172,0.9999999999999999,0.0469025616723271,0.05555555555555555,0,False,True,False,False,True,False,False,True,False
168,0.8627450980392156,0.06439083336929782,0.7142857142857143,0.27520206408129955,0.8333333333333333,1,True,False,False,False,False,True,False,False,True
169,0.27450980392156865,0.08596953087911614,0.5,0.0,1.0,0,False,False,False,True,True,False,True,False,False
170,0.823529411764706,0.02960597298347072,0.8214285714285714,0.03130347787167944,0.611111111111111,0,True,False,False,False,False,True,False,False,True
171,0.5490196078431373,0.09179577920676708,0.39285714285714285,0.08743385198641498,0.16666666666666666,1,False,False,True,False,False,True,False,False,True
172,0.6862745098039217,0.07034655388200768,0.0,0.08019377089750679,0.8888888888888888,0,False,True,False,False,False,True,False,True,False
173,0.23529411764705888,0.002373656726080014,0.8214285714285714,0.015625411368243688,0.611111111111111,0,False,True,False,False,False,True,False,True,False
174,0.607843137254902,0.2037892192827241,0.2142857142857143,0.09421320064239264,0.8333333333333333,1,False,True,False,False,False,True,True,False,False
175,0.11764705882352944,0.009278839929221872,0.5714285714285714,0.03980728220519706,0.1111111111111111,0,False,True,False,False,True,False,False,True,False
176,0.9803921568627451,0.08325061499287903,0.9999999999999999,0.0056604270331464075,0.05555555555555555,0,False,False,True,False,True,False,True,False,False
177,0.4117647058823529,0.10651245090846316,0.9999999999999999,0.31269252033804595,0.33333333333333326,1,False,True,False,False,False,True,False,False,True
178,0.5294117647058824,0.12817746320832074,0.8928571428571428,0.10802200984651028,0.2777777777777778,1,False,True,False,False,False,True,False,True,False
179,0.019607843137254943,0.15105088256872815,0.9642857142857143,0.22061185267093175,0.0,1,False,True,False,False,True,False,True,False,False
180,0.8039215686274509,0.08596953087911614,0.5,0.0,0.7777777777777777,1,False,False,False,True,True,False,False,True,False
181,0.8627450980392156,0.0012947218505890985,0.9642857142857143,0.04650764815838664,0.611111111111111,0,False,True,False,False,True,False,False,True,False
182,0.09803921568627455,0.1664149151957188,0.17857142857142855,0.0757049206223837,0.6666666666666666,1,False,True,False,False,False,True,True,False,False
183,0.5294117647058824,0.09930516594018386,0.5714285714285714,0.11860569202011426,0.38888888888888884,1,False,True,False,False,True,False,False,False,True
184,0.5294117647058824,0.23417202537654827,0.6071428571428571,0.33965194955638045,0.4444444444444444,0,False,True,False,False,False,True,False,True,False
185,0.8431372549019608,0.22303741746148203,0.14285714285714285,0.030816417871152885,0.0,1,False,False,True,False,True,False,True,False,False
186,0.8431372549019608,0.2399982737041992,0.6071428571428571,0.21896637969617988,0.22222222222222224,1,False,True,False,False,True,False,True,False,False
187,0.37254901960784315,0.0859263734840965,0.8928571428571428,0.27148987705025934,0.33333333333333326,1,True,False,False,False,True,False,False,True,False
188,0.5686274509803921,0.052565707133917394,0.5714285714285714,0.11688123634257432,0.9444444444444444,1,False,False,True,False,False,True,True,False,False
189,0.1960784313725491,0.20301238617237063,0.75,0.28196824895347916,0.38888888888888884,1,True,False,False,False,False,True,False,False,True
190,0.5294117647058824,0.07772646843036556,0.5357142857142857,0.05341863465234447,0.5,0,False,False,True,False,True,False,True,False,False
191,0.47058823529411764,0.026239696171939064,0.25,0.32203880683463654,0.38888888888888884,0,False,False,True,False,False,True,False,True,False
192,0.7450980392156864,0.2500107893487549,0.8214285714285714,0.12776768554353263,0.611111111111111,1,False,True,False,False,True,False,True,False,False
193,0.6274509803921569,0.27728626300116527,0.42857142857142855,0.004515177842719111,0.8333333333333333,1,True,False,False,False,False,True,True,False,False
194,0.0,0.08130853221699538,0.9999999999999999,0.249980254324303,0.611111111111111,1,False,True,False,False,False,True,False,True,False
195,0.5098039215686275,0.010185145224634241,0.8214285714285714,0.06978121791327699,0.1111111111111111,0,False,True,False,False,True,False,False,True,False
196,1.0,0.0635276854689051,0.5357142857142857,0.06495010925940553,0.9444444444444444,0,True,False,False,False,False,True,False,True,False
197,0.23529411764705888,0.21069440248586596,0.35714285714285715,0.08801305847352763,0.22222222222222224,1,True,False,False,False,False,True,False,True,False
198,0.7843137254901961,0.30041862673169045,0.17857142857142855,0.017033936234631283,0.7222222222222221,1,True,False,False,False,True,False,False,True,False
199,0.03921568627450983,0.02943334340339217,0.9285714285714285,0.06668772872074348,0.8333333333333333,1,True,False,False,False,False,True,True,False,False
200,0.7450980392156864,0.08596953087911614,0.5,0.0,0.2777777777777778,1,False,False,False,True,True,False,False,True,False
201,0.09803921568627455,0.2716758016486125,0.0,0.0016454729747518628,0.8333333333333333,0,False,False,True,False,False,True,False,False,True
202,0.13725490196078433,0.06387294462906219,0.6071428571428571,0.033567648684938,0.7222222222222221,0,False,True,False,False,True,False,True,False,False
203,0.5098039215686275,0.10103146174096932,0.14285714285714285,0.00026327567596029803,0.22222222222222224,0,False,True,False,False,False,True,False,False,True
204,0.1568627450980392,0.4459022053428855,0.42857142857142855,0.05659110654766607,0.7222222222222221,0,False,False,True,False,True,False,True,False,False
205,0.7058823529411765,0.008933580769064779,0.3214285714285714,0.13723244609430535,0.5555555555555555,1,False,True,False,False,True,False,False,True,False
206,0.6274509803921569,0.1352984333865608,0.14285714285714285,0.16885185477713716,0.4444444444444444,1,True,False,False,False,True,False,True,False,False
207,0.9803921568627451,0.009969358249536058,0.8928571428571428,0.3058078614116842,0.33333333333333326,0,True,False,False,False,True,False,False,False,True
208,0.8039215686274509,0.06093824176772689,0.4642857142857143,0.09875470605270778,0.22222222222222224,0,False,True,False,False,False,True,False,True,False
209,0.8431372549019608,0.2108670320659445,0.5714285714285714,0.030948055709133036,0.7777777777777777,0,True,False,False,False,True,False,False,True,False
210,0.4509803921568628,0.07358335850848043,0.0,0.2715951873206434,0.6666666666666666,0,True,False,False,False,False,True,False,True,False
211,0.27450980392156865,0.7602606706659186,0.8571428571428571,0.15722823368348998,0.611111111111111,0,False,True,False,False,True,False,False,True,False
212,0.607843137254902,0.10603771956324716,0.03571428571428571,0.08997446225943184,0.7777777777777777,1,False,True,False,False,False,True,False,True,False
